questionId,questionText,answer,pictureKey,section,contentDomain,officialSkill,teachingTopic,explanation,difficulty,sourceType,sourceUrl
SAT-QB-4fa7e50e,"According to a US tax policy expert, state taxes are other factors when considering an interstate move. Even significant differences in state taxation have almost no effect on most people's decisions, while differences in employment opportunities, housing availability, and climate are strong influences. Which choice completes the text with the most logical and precise word or phrase?
A) consistent with
B) representative of
C) overshadowed by
D) irrelevant to",C,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 3.pdf
SAT-QB-52fe862a,"Researcher Lucy Salazar is using radiocarbon dating to study Machu Picchu, an ancient Incan fortress in the Andes Mountains. She and her colleagues have found that the site's age differs from the _ estimate: it is approximately 20 years older than scholars thought when first encountering Machu Picchu in 1911. Which choice completes the text with the most logical and precise word or phrase?
A) genuine
B) intentional
C) independent
D) original",D,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 1.pdf
SAT-QB-54804e10,"While scholars believe many Mesoamerican cities influenced each other, direct evidence of such influence is difficult to ascertain. However, recent excavations in a sector of Tikal (Guatemala) unearthed a citadel that shows. Teotihuacán (Mexico) architecture-including a near replica of a famed Teotihuacán temple-providing tangible evidence of outside influence in portions of Tikal. Which choice completes the text with the most logical and precise word or phrase?
A) refinements of
B) precursors of
C) commonalities with
D) animosities toward",C,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 3.pdf
SAT-QB-5514fd1f,"Archaeologist Erika Karuzas works with the Confederated Salish and Kootenai Tribes of Montana to preserve culturally significant sites. In 2015 they decided that creating a new national trail connecting many of these sites would their preservation efforts, because the US government provides some protections to national trails that aren't given to other areas. Which choice completes the text with the most logical and precise word or phrase?
A) inspire
B) Ignore
C) promote
D) reduce",C,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 1.pdf
SAT-QB-5a278f24,"The work of molecular biophysicist Enrique M. De La Cruz is known for _ traditional boundaries between academic disciplines. The university laboratory that De La Cruz runs includes engineers, biologists, chemists, and physicists, and the research the lab produces makes use of insights and techniques from all those fields. Which choice completes the text with the most logical and precise word or phrase?
A) epitomizing
B) transcending
C) anticipating
D) reinforcing",B,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 2.pdf
SAT-QB-5a97d9cd,"In a study of residential mobility in Washington, DC, LaTanya Brown-Robertson et al. found that increases in household spending power (via tax credits) had mixed effects on mobility decisions, possibly because residential location choices are not fully reducible to economic factors but are also _ noneconomic factors such as access to strong local social networks. Which choice completes the text with the most logical and precise word or phrase?
A) transposed with
B) mediated by
C) decoupled from
D) antecedent to",B,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 3.pdf
SAT-QB-5dce6cab,"Given that the conditions in binary star systems should make planetary formation nearly impossible, it's not _ explanation. Roman Rafikov and surprising that the existence of planets in such systems has lacked Kedron Silsbee shed light on the subject when they used modeling to determine a complex set of factors that could support planets' development. Which choice completes the text with the most logical and precise word or phrase?
A) a discernible
B) a straightforward
C) an inconclusive
D) an unbiased",B,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 3.pdf
SAT-QB-5e57efec,"Economist Marco Castillo and colleagues showed that nuisance costs-the time and effort people must spend to make donations-reduce charitable giving. Charities can mitigate this effect by compensating donors for nuisance costs, but those costs, though variable, are largely -. donation size, so charities that compensate donors will likely favor attracting a few large donors over many small donors. Which choice completes the text with the most logical and precise word or phrase?
A) supplemental to
B) predictive of
C) independent of
D) subsumed in",C,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 3.pdf
SAT-QB-637d0878,"The Appalachian Trail is a hiking path in the eastern United States. Much of the 2,000 mile trail passes through wilderness areas. In order to - those areas, the United States Congress passed the National Trails System Act in 1968, ensuring that the trail would not be sold or commercially developed. Which choice completes the text with the most logical and precise word or phrase?
A) borrow
B) postpone
C) protect
D) decorate",C,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 1.pdf
SAT-QB-6c086e70,"Businesses typically try to promote themselves, but research by Michael Luca, Abhishek Nagaraj, and Gauri Subramani suggests that some do not their marketing. The researchers studied restaurants in Texas and found that those listed on a popular review website (which can be done at no cost) had revenue increases of 5 percent on average, but 33 percent of restaurants studied never listed on the site. Which choice completes the text with the most logical and precise word or phrase?
A) adorn
B) optimize
C) endorse
D) counteract",B,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 3.pdf
SAT-QB-757077f9,"During a 2014 archaeological dig in Spain, Vicente Lull and his team uncovered the skeleton of a woman from El Algar, an Early Bronze Age society, buried with valuable objects signaling a high position of power. This finding may persuade researchers who have argued that Bronze Age societies were ruled by men to that women may have also held leadership roles. Which choice completes the text with the most logical and precise word or phrase?
A) waive
B) concede
C) refute
D) require",B,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 2.pdf
SAT-QB-76e4c51d,"The guiro, a musical instrument traditionally made from a dried and hollowed gourd, is thought to have originated with the Taíno people of Puerto Rico. Players use a wooden stick to scrape along ridges cut into the side of the gourd, creating sounds that are highly - _: the sounds produced by güiros can differ based on the distance between the ridges, the types of strokes the player uses, and the thickness of the gourd. Which choice completes the text with the most logical and precise word or phrase?
A) overlooked
B) powerful
C) routine
D) variable",D,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 3.pdf
SAT-QB-7d84fe2b,"Particle physicists like Ayana Holloway Arce and Aida El-Khadra spend much of their time - what is invisible to the naked eye: using sophisticated technology, they closely examine the behavior of subatomic particles, the smallest detectable parts of matter. Which choice completes the text with the most logical and precise word or phrase?
A) selecting
B) inspecting
C) creating
D) deciding",B,,Reading and Writing,Craft and Structure,Words in Context,辨析近义词的精确程度、感情色彩和语气,,,Existing-Downloads,/Users/mac/Downloads/Reading and Writing/Craft and Structure/Words in Context/Words in Context 1.pdf
